"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Annual General Meeting And Dividend Rs.2.52 Per Share","1","06-Aug-2013","-","08-Aug-2013","14-Aug-2013"
"NAVA","NAVA LIMITED","EQ","Annual General Meeting / Dividend - Rs 5/- Per Share","2","06-Aug-2013","-","08-Aug-2013","16-Aug-2013"
"MRF","MRF Limited","EQ","Interim Dividend - Rs 3/- Per Share","10","06-Aug-2013","07-Aug-2013","-","-"
"SRSLTD","SRS Limited","EQ","Annual General Meeting/Dividend Re 1/- Per Share","10","06-Aug-2013","-","08-Aug-2013","14-Aug-2013"
"TVTODAY","TV Today Network Limited","EQ","Annual General Meeting/Dividend Re 0.75/- Per Share","5","06-Aug-2013","-","08-Aug-2013","22-Aug-2013"
"OFSS","Oracle Financial Services Software Limited","EQ","Annual General Meeting","5","06-Aug-2013","-","08-Aug-2013","14-Aug-2013"
"MARICO","Marico Limited","EQ","Annual General Meeting","1","06-Aug-2013","-","08-Aug-2013","12-Aug-2013"
"VIPCLOTHNG","VIP Clothing Limited","EQ","Annual General Meeting/Dividend Re 0.25/- Per Share","2","06-Aug-2013","-","08-Aug-2013","14-Aug-2013"
"CASTROL","Castrol India Limited","EQ","Interim Dividend Rs.3.50 Per Share (Purpose Revised)","10","06-Aug-2013","07-Aug-2013","-","-"
"NITINFIRE","Nitin Fire Protection Industries Limited","EQ","Annual General Meeting/Dividend Re 0.20/- Per Share","2","06-Aug-2013","-","08-Aug-2013","13-Aug-2013"
"ZANDUREALT","Zandu Realty Limited","EQ","Annual General Meeting","100","06-Aug-2013","-","08-Aug-2013","12-Aug-2013"
"GREENPOWER","Orient Green Power Company Limited","EQ","Annual General Meeting","10","06-Aug-2013","-","08-Aug-2013","12-Aug-2013"
"CIPLA","Cipla Limited","EQ","Annual General Meeting/Dividend Rs 2/- Per Equity Share","2","06-Aug-2013","-","08-Aug-2013","22-Aug-2013"
"DHANUKA","Dhanuka Agritech Limited","EQ","Annual General Meeting And Dividend Rs.1.30 Per Share (Bc End Date Revised)","2","06-Aug-2013","-","08-Aug-2013","12-Aug-2013"
"RPPINFRA","R.P.P. Infra Projects Limited","EQ","Annual General Meeting / Dividend - Re 0.50/- Per Share","10","06-Aug-2013","-","08-Aug-2013","16-Aug-2013"
"DECCANCE","Deccan Cements Limited","EQ","Annual General Meeting / Dividend - Rs 2/- Per Share","5","06-Aug-2013","-","08-Aug-2013","14-Aug-2013"
"EMAMIREAL","Emami Realty Limited","EQ","Annual General Meeting","2","06-Aug-2013","-","08-Aug-2013","12-Aug-2013"
"DALMIAREF","Dalmia Refractories Limited","EQ","40th Annual General Meeting / Dividend Of Rs.1.50/- Per Equity Share","10","06-Aug-2013","-","08-Aug-2013","13-Aug-2013"
"PRICOL","Pricol Limited","EQ","Interim Dividend Re.0.40 Per Share","1","06-Aug-2013","07-Aug-2013","-","-"
"CRISIL","CRISIL Limited","EQ","Interim Dividend Rs.3/- Per Equity Share","1","07-Aug-2013","08-Aug-2013","-","-"
"ASTRAZEN","AstraZeneca Pharma India Limited","EQ","Annual General Meeting","2","07-Aug-2013","-","11-Aug-2013","20-Aug-2013"
"KEC","KEC International Limited","EQ","Annual General Meeting And Dividend Re.0.50 Per Share","2","07-Aug-2013","-","10-Aug-2013","21-Aug-2013"
"PRAKASHSTL","Prakash Steelage Limited","EQ","Annual General Meeting / Dividend - Re 1/- Per Share","1","07-Aug-2013","-","09-Aug-2013","14-Aug-2013"
"VSTTILLERS","V.S.T Tillers Tractors Limited","EQ","Annual General Meeting / Final Dividend - Rs 9/- Per Share","10","07-Aug-2013","-","10-Aug-2013","14-Aug-2013"
"MAGNUM","Magnum Ventures Limited","EQ","Annual General Meeting","10","07-Aug-2013","-","09-Aug-2013","13-Aug-2013"
"63MOONS","63 moons technologies limited","EQ","First Interim Dividend Rs.2/- Per Share (Purpose Revised)","2","07-Aug-2013","08-Aug-2013","-","-"
"PFS","PTC India Financial Services Limited","EQ","Annual General Meeting / Dividend - Re 0.40/- Per Share","10","07-Aug-2013","-","12-Aug-2013","19-Aug-2013"
"ASIANTILES","Asian Granito India Limited","EQ","Annual General Meeting","10","07-Aug-2013","-","12-Aug-2013","19-Aug-2013"
"PTC","PTC India Limited","EQ","Annual General Meeting / Dividend - Rs 1.60/- Per Equity Share","10","07-Aug-2013","-","12-Aug-2013","19-Aug-2013"
"APLAPOLLO","APL Apollo Tubes Limited","EQ","Annual General Meeting / Dividend - Rs 5/- Per Share","2","07-Aug-2013","-","10-Aug-2013","30-Aug-2013"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend Rs.2.25 Per Share (Purpose Revised)","5","07-Aug-2013","08-Aug-2013","-","-"
"HINDOILEXP","Hindustan Oil Exploration Company Limited","EQ","Annual General Meeting","10","07-Aug-2013","-","09-Aug-2013","12-Aug-2013"
"RAMKY","Ramky Infrastructure Limited","EQ","Annual General Meeting","10","07-Aug-2013","-","10-Aug-2013","14-Aug-2013"
"MADHAV","Madhav Marbles and Granites Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","10","07-Aug-2013","-","12-Aug-2013","17-Aug-2013"
"TTML","Tata Teleservices (Maharashtra) Limited","EQ","Bonus 2:15","10","07-Aug-2013","08-Aug-2013","-","-"
"JKIL","J.Kumar Infraprojects Limited","EQ","Annual General Meeting / Dividend - Rs 3.50/- Per Share","5","08-Aug-2013","-","13-Aug-2013","26-Aug-2013"
"GODREJCP","Godrej Consumer Products Limited","EQ","Interim Dividend - Re 1/- Per Share (Purpose Revised)","1","08-Aug-2013","12-Aug-2013","-","-"
"SUNDRMFAST","Sundram Fasteners Limited","EQ","Annual General Meeting","1","08-Aug-2013","-","13-Aug-2013","23-Aug-2013"
"CHENNPETRO","Chennai Petroleum Corporation Limited","EQ","Annual General Meeting","10","08-Aug-2013","-","13-Aug-2013","21-Aug-2013"
"SEMAC","SEMAC CONSULTANTS LIMITED","EQ","Annual General Meeting","10","08-Aug-2013","-","13-Aug-2013","26-Aug-2013"
"AMJLAND","Amj Land Holdings Limited","EQ","Annual General Meeting / Dividend - Re.0.30/- Per Equity Share","2","08-Aug-2013","-","13-Aug-2013","24-Aug-2013"
"UTTAMSTL","Uttam Galva Steels Limited","EQ","Annual General Meeting","10","08-Aug-2013","-","13-Aug-2013","17-Aug-2013"
"TIDEWATER","Tide Water Oil Company (India) Limited","EQ","Annual General Meeting/ Dividend Rs 150/- Per Share","2","08-Aug-2013","-","13-Aug-2013","19-Aug-2013"
"GRANULES","Granules India Limited","EQ","Annual General Meeting/Dividend Rs 2 Per Share","1","08-Aug-2013","-","13-Aug-2013","19-Aug-2013"
"HMVL","Hindustan Media Ventures Limited","EQ","Annual General Meeting/Dividend Rs 1.20 Per Share","10","08-Aug-2013","-","13-Aug-2013","19-Aug-2013"
"ELECON","Elecon Engineering Company Limited","EQ","Annual General Meeting And Dividend Re.1/- Per Share","2","08-Aug-2013","-","13-Aug-2013","16-Aug-2013"
"ENGINERSIN","Engineers India Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","5","12-Aug-2013","-","14-Aug-2013","23-Aug-2013"
"PHOENIXLTD","The Phoenix Mills Limited","EQ","Annual General Meeting / Dividend - Rs 2.20/- Per Share","2","12-Aug-2013","-","14-Aug-2013","21-Aug-2013"
"IRB","IRB Infrastructure Developers Limited","EQ","1st Interim Dividend Rs.2/- Per Share (Purpose Revised)","1","12-Aug-2013","13-Aug-2013","-","-"
"TATACHEM","Tata Chemicals Limited","EQ","Annual General Meeting / Dividend - Rs.10/- Per Equity Share","10","12-Aug-2013","-","14-Aug-2013","26-Aug-2013"
"DIGJAM","Digjam Limited","EQ","Annual General Meeting","10","12-Aug-2013","-","14-Aug-2013","23-Aug-2013"
"BAYERCROP","Bayer Cropscience Limited","EQ","Annual General Meeting / Dividend - Rs 5/- Per Share","10","12-Aug-2013","-","14-Aug-2013","29-Aug-2013"
"CEATLTD","CEAT Limited","EQ","Annual General Meeting And Dividend Rs.4/- Per Share (Bc Dates Revised)","10","12-Aug-2013","-","14-Aug-2013","22-Aug-2013"
"KKCL","Kewal Kiran Clothing Limited","EQ","Annual General Meeting / Final Dividend - Re 1/- Per Share","10","13-Aug-2013","-","15-Aug-2013","22-Aug-2013"
"ELECTCAST","Electrosteel Castings Limited","EQ","Annual General Meeting / Dividend - Re 0.50/- Per Share","1","13-Aug-2013","-","16-Aug-2013","22-Aug-2013"
"INOXLEISUR","INOX Leisure Limited","EQ","Annual General Meeting","10","13-Aug-2013","-","16-Aug-2013","23-Aug-2013"
"HIKAL","Hikal Limited","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","2","13-Aug-2013","-","16-Aug-2013","22-Aug-2013"
"ECLERX","eClerx Services Limited","EQ","Annual General Meeting/Dividend Rs 25/- Per Share","10","13-Aug-2013","-","16-Aug-2013","22-Aug-2013"
"GUJRATGAS","Gujarat Gas Company Limited","EQ","Annual General Meeting","2","13-Aug-2013","-","16-Aug-2013","22-Aug-2013"
"JUBLINDS","Jubilant Industries Limited","EQ","Annual General Meeting","10","13-Aug-2013","-","16-Aug-2013","27-Aug-2013"
"LT","Larsen & Toubro Limited","EQ","Annual General Meeting / Dividend - Rs 12.33/- Per Share","2","13-Aug-2013","-","16-Aug-2013","22-Aug-2013"
"MARUTI","Maruti Suzuki India Limited","EQ","Annual General Meeting / Final Dividend Rs.8/- Per Equity Share","5","13-Aug-2013","-","16-Aug-2013","27-Aug-2013"
"HBSTOCK","HB Stockholdings Limited","EQ","Annual General Meeting/Dividend Re 1/- Per Share","10","13-Aug-2013","-","16-Aug-2013","23-Aug-2013"
"RCOM","Reliance Communications Limited","EQ","Annual General Meeting/Dividend Re 0.25/- Per Equity Share","5","14-Aug-2013","-","17-Aug-2013","27-Aug-2013"
"RPOWER","Reliance Power Limited","EQ","Annual General Meeting","10","14-Aug-2013","-","17-Aug-2013","27-Aug-2013"
"TBZ","Tribhovandas Bhimji Zaveri Limited","EQ","Annual General Meeting And Dividend Rs.2.25 Per Share","10","14-Aug-2013","-","17-Aug-2013","30-Aug-2013"
"VASWANI","Vaswani Industries Limited","EQ","Annual General Meeting","10","14-Aug-2013","-","19-Aug-2013","26-Aug-2013"
"EUROCERA","Euro Ceramics Limited","EQ","Annual General Meeting","10","14-Aug-2013","-","19-Aug-2013","22-Aug-2013"
"FILATEX","Filatex India Limited","EQ","Annual General Meeting","1","14-Aug-2013","-","19-Aug-2013","26-Aug-2013"
"VSSL","Vardhman Special Steels Limited","EQ","Annual Book Closure","10","14-Aug-2013","-","19-Aug-2013","31-Aug-2013"
"APCOTEXIND","Apcotex Industries Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","2","14-Aug-2013","17-Aug-2013","-","-"
"PILANIINV","Pilani Investment and Industries Corporation Limited","EQ","Annual General Meeting And Dividend Rs.25/- Per Share","10","14-Aug-2013","-","17-Aug-2013","23-Aug-2013"
"VARDHACRLC","Vardhman Acrylics Limited","EQ","Annual General Meeting","10","14-Aug-2013","-","19-Aug-2013","31-Aug-2013"
"VHL","Vardhman Holdings Limited","EQ","Annual General Meeting / Dividend Rs 3 Per Share","10","14-Aug-2013","-","19-Aug-2013","31-Aug-2013"
"VTL","Vardhman Textiles Limited","EQ","Annual General Meeting / Dividend Rs 6 Per Share","2","14-Aug-2013","-","19-Aug-2013","31-Aug-2013"
"CAPF","Capital First Limited","EQ","Annual General Meeting And Dividend Rs.1.80 Per Share","10","14-Aug-2013","-","17-Aug-2013","22-Aug-2013"
"JUBLPHARMA","Jubilant Pharmova Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","1","14-Aug-2013","-","17-Aug-2013","27-Aug-2013"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ","Annual General Meeting And Dividend Rs.8.50 Per Share","10","14-Aug-2013","-","19-Aug-2013","05-Sep-2013"
"RELINFRA","Reliance Infrastructure Limited","EQ","Annual General Meeting/Dividend Rs 7.4/- Per Share","10","14-Aug-2013","-","17-Aug-2013","27-Aug-2013"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ","Annual General Meeting/Dividend Re 0.25/- Per Share","2","14-Aug-2013","-","17-Aug-2013","24-Aug-2013"
"SOTL","Savita Oil Technologies Limited","EQ","Annual General Meeting And Dividend Rs.17.50 Per Share","2","14-Aug-2013","-","19-Aug-2013","24-Aug-2013"
"SUBCAPCITY","International Constructions Limited","EQ","Annual General Meeting","10","14-Aug-2013","-","17-Aug-2013","23-Aug-2013"
